age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,es_cliente_nuevo,tiene_doble_prestamo,duration_min,fecha_procesamiento
49,4,2,2,0,151,1,0,0,8,5,1398,3,-1,0,3,1,1,0,23.3,2026-05-19 20:30:15
20,8,2,3,0,829,0,0,0,9,5,602,2,-1,0,3,1,1,0,10.033333333333333,2026-05-19 20:30:15
19,8,2,0,0,103,0,0,0,10,5,41,2,-1,0,3,1,1,0,0.6833333333333333,2026-05-19 20:30:15
34,1,2,0,0,79,0,0,1,10,5,706,4,-1,0,3,1,1,0,11.766666666666667,2026-05-19 20:30:15
73,4,1,2,0,1609,0,0,0,14,5,448,2,-1,0,3,1,1,0,7.466666666666667,2026-05-19 20:30:15
27,4,2,2,0,2489,0,0,0,15,5,690,2,163,2,1,1,0,0,11.5,2026-05-19 20:30:15
59,1,0,0,0,989,0,0,0,20,5,220,2,-1,0,3,1,1,0,3.6666666666666665,2026-05-19 20:30:15
25,8,2,2,0,58,0,0,0,24,5,307,5,-1,0,3,1,1,0,5.116666666666666,2026-05-19 20:30:15
44,2,2,3,0,323,0,0,0,28,5,702,2,181,2,0,1,0,0,11.7,2026-05-19 20:30:15
28,4,2,2,0,5474,0,0,0,28,5,873,5,-1,0,3,1,1,0,14.55,2026-05-19 20:30:15
25,4,2,2,0,219,0,0,0,4,1,973,1,96,1,2,1,0,0,16.216666666666665,2026-05-19 20:30:15
28,4,1,2,0,1240,0,0,0,4,1,1272,1,-1,0,3,1,1,0,21.2,2026-05-19 20:30:15
52,0,1,1,0,1228,1,1,0,4,1,554,1,-1,0,3,1,1,1,9.233333333333333,2026-05-19 20:30:15
57,4,1,2,0,1660,0,0,0,4,1,1047,1,-1,0,3,1,1,0,17.45,2026-05-19 20:30:15
49,4,0,2,0,914,0,0,0,4,1,490,1,-1,0,3,1,1,0,8.166666666666666,2026-05-19 20:30:15
33,9,1,2,0,1699,0,0,0,4,1,1001,1,-1,0,3,1,1,0,16.683333333333334,2026-05-19 20:30:15
47,9,1,1,0,1167,1,0,0,4,1,895,1,96,6,2,1,0,0,14.916666666666666,2026-05-19 20:30:15
68,5,1,1,0,19317,1,0,0,4,1,596,1,-1,0,3,1,1,0,9.933333333333334,2026-05-19 20:30:15
40,9,2,2,0,1646,1,0,0,4,1,462,1,92,5,2,1,0,0,7.7,2026-05-19 20:30:15
46,4,1,2,0,242,0,0,0,4,1,179,2,96,1,2,1,0,0,2.9833333333333334,2026-05-19 20:30:15
29,9,2,1,0,382,0,0,0,5,1,788,4,-1,0,3,1,1,0,13.133333333333333,2026-05-19 20:30:15
55,4,0,2,0,2383,0,0,0,5,1,20,2,63,2,2,1,0,0,0.3333333333333333,2026-05-19 20:30:15
30,6,1,2,0,2666,0,0,0,5,1,861,2,93,4,2,1,0,0,14.35,2026-05-19 20:30:15
49,0,0,1,0,1718,0,1,0,5,1,547,1,-1,0,3,1,1,0,9.116666666666667,2026-05-19 20:30:15
48,4,1,2,0,1147,0,0,0,5,1,765,1,64,2,2,1,0,0,12.75,2026-05-19 20:30:15
21,8,2,1,0,216,0,0,0,5,1,794,1,-1,0,3,1,1,0,13.233333333333333,2026-05-19 20:30:15
45,0,1,1,0,153,0,0,0,5,1,632,1,-1,0,3,1,1,0,10.533333333333333,2026-05-19 20:30:15
43,4,1,2,0,1791,0,0,0,5,1,603,1,-1,0,3,1,1,0,10.05,2026-05-19 20:30:15
47,4,2,2,0,86,0,0,0,5,1,602,1,97,4,2,1,0,0,10.033333333333333,2026-05-19 20:30:15
27,4,2,2,0,6791,0,0,0,5,1,475,2,69,26,1,1,0,0,7.916666666666667,2026-05-19 20:30:15
20,8,1,3,0,292,0,0,0,5,1,760,2,93,1,0,1,0,0,12.666666666666666,2026-05-19 20:30:15
37,10,2,2,0,1291,0,0,0,5,1,371,1,97,2,2,1,0,0,6.183333333333334,2026-05-19 20:30:15
61,4,1,2,0,175,0,0,1,5,1,624,2,-1,0,3,1,1,0,10.4,2026-05-19 20:30:15
57,7,2,1,0,0,0,0,0,6,1,727,1,-1,0,3,1,1,0,12.116666666666667,2026-05-19 20:30:15
40,4,1,2,0,0,0,0,0,6,1,255,2,98,6,2,1,0,0,4.25,2026-05-19 20:30:15
53,0,0,1,0,0,1,1,0,6,1,346,1,98,2,0,1,0,1,5.766666666666667,2026-05-19 20:30:15
65,11,1,3,0,4717,0,0,1,6,1,605,1,-1,0,3,1,1,0,10.083333333333334,2026-05-19 20:30:15
67,5,1,2,0,701,0,0,0,6,1,603,2,-1,0,3,1,1,0,10.05,2026-05-19 20:30:15
66,5,1,2,0,3,0,0,0,6,1,945,1,-1,0,3,1,1,0,15.75,2026-05-19 20:30:15
67,4,1,2,0,405,0,0,0,7,1,716,2,-1,0,3,1,1,0,11.933333333333334,2026-05-19 20:30:15
57,5,1,1,0,168,0,0,0,7,1,713,1,-1,0,3,1,1,0,11.883333333333333,2026-05-19 20:30:15
38,0,1,2,0,4297,0,0,0,7,1,537,2,-1,0,3,1,1,0,8.95,2026-05-19 20:30:15
56,4,0,2,0,10532,0,0,0,7,1,691,1,-1,0,3,1,1,0,11.516666666666667,2026-05-19 20:30:15
46,4,1,2,0,4693,0,1,0,7,1,1208,1,394,2,0,1,0,0,20.133333333333333,2026-05-19 20:30:15
69,9,1,1,0,9064,0,0,0,7,1,1127,1,-1,0,3,1,1,0,18.783333333333335,2026-05-19 20:30:15
32,7,2,1,0,6983,0,0,0,7,1,604,1,-1,0,3,1,1,0,10.066666666666666,2026-05-19 20:30:15
72,5,1,2,0,2,0,0,0,7,1,355,2,-1,0,3,1,1,0,5.916666666666667,2026-05-19 20:30:15
41,0,1,2,0,1536,0,0,0,7,1,627,1,95,2,0,1,0,0,10.45,2026-05-19 20:30:15
72,5,1,0,0,1612,0,0,0,7,1,923,2,-1,0,3,1,1,0,15.383333333333333,2026-05-19 20:30:15
33,10,1,1,0,1211,0,0,0,7,1,840,1,-1,0,3,1,1,0,14.0,2026-05-19 20:30:15
37,0,1,1,0,96,0,0,0,7,1,394,1,99,2,2,1,0,0,6.566666666666666,2026-05-19 20:30:15
34,4,1,2,0,0,1,0,0,7,1,612,1,99,2,2,1,0,0,10.2,2026-05-19 20:30:15
44,0,2,1,0,1534,0,0,0,7,1,438,1,99,2,1,1,0,0,7.3,2026-05-19 20:30:15
42,7,2,1,0,3403,1,0,0,7,1,551,1,99,1,0,1,0,0,9.183333333333334,2026-05-19 20:30:15
58,10,1,1,0,687,1,0,0,7,1,559,1,99,2,2,1,0,0,9.316666666666666,2026-05-19 20:30:15
34,9,1,2,0,7050,0,0,0,7,1,250,1,-1,0,3,1,1,0,4.166666666666667,2026-05-19 20:30:15
55,2,0,1,0,538,1,0,0,7,1,725,2,-1,0,3,1,1,0,12.083333333333334,2026-05-19 20:30:15
71,5,1,0,0,2600,0,0,0,7,1,548,1,-1,0,3,1,1,0,9.133333333333333,2026-05-19 20:30:15
23,8,2,1,0,0,0,0,0,7,1,553,1,99,7,2,1,0,0,9.216666666666667,2026-05-19 20:30:15
60,4,2,2,0,1034,1,0,0,7,1,572,3,-1,0,3,1,1,0,9.533333333333333,2026-05-19 20:30:15
18,8,2,3,0,108,0,0,0,10,1,443,1,-1,0,3,1,1,0,7.383333333333334,2026-05-19 20:30:15
54,9,1,1,0,10185,0,0,0,10,1,954,1,70,2,1,1,0,0,15.9,2026-05-19 20:30:15
59,5,0,2,0,3444,0,0,0,10,1,601,1,185,2,2,1,0,0,10.016666666666667,2026-05-19 20:30:15
32,6,2,2,0,1815,0,0,1,10,1,577,1,102,2,0,1,0,0,9.616666666666667,2026-05-19 20:30:15
61,6,0,2,0,52587,0,0,0,10,1,649,1,-1,0,3,1,1,0,10.816666666666666,2026-05-19 20:30:15
31,4,1,2,0,10884,0,0,0,10,1,653,3,98,2,2,1,0,0,10.883333333333333,2026-05-19 20:30:15
42,1,1,0,0,201,1,0,0,11,1,616,1,103,3,2,1,0,0,10.266666666666667,2026-05-19 20:30:15
42,10,1,3,0,190,0,0,0,11,1,1116,2,-1,0,3,1,1,0,18.6,2026-05-19 20:30:15
42,7,2,2,0,94,1,0,0,11,1,468,2,90,4,0,1,0,0,7.8,2026-05-19 20:30:15
70,3,0,0,0,1311,0,0,0,11,1,1057,1,-1,0,3,1,1,0,17.616666666666667,2026-05-19 20:30:15
57,9,1,1,0,589,1,0,0,11,1,443,1,190,5,0,1,0,0,7.383333333333334,2026-05-19 20:30:15
60,5,1,1,0,1853,0,0,0,11,1,787,1,-1,0,3,1,1,0,13.116666666666667,2026-05-19 20:30:15
53,1,0,0,0,4401,0,0,1,11,1,603,1,-1,0,3,1,1,0,10.05,2026-05-19 20:30:15
48,10,0,1,0,201,0,0,0,11,1,315,1,-1,0,3,1,1,0,5.25,2026-05-19 20:30:15
30,4,2,2,0,533,0,0,0,11,1,568,2,99,4,2,1,0,0,9.466666666666667,2026-05-19 20:30:15
39,4,2,2,0,3840,1,0,0,11,1,680,2,-1,0,3,1,1,0,11.333333333333334,2026-05-19 20:30:15
42,9,1,1,0,994,1,0,0,11,1,365,1,78,5,0,1,0,0,6.083333333333333,2026-05-19 20:30:15
26,0,2,1,0,96,0,0,0,11,1,720,1,70,3,0,1,0,0,12.0,2026-05-19 20:30:15
46,4,1,2,0,1600,1,1,0,11,1,216,1,-1,0,3,1,1,1,3.6,2026-05-19 20:30:15
40,0,2,1,0,100,1,0,0,11,1,559,1,461,1,2,1,0,0,9.316666666666666,2026-05-19 20:30:15
39,0,1,1,0,260,1,0,0,11,1,467,2,116,2,0,1,0,0,7.783333333333333,2026-05-19 20:30:15
58,6,1,0,0,1013,1,0,0,11,1,537,1,461,1,0,1,0,0,8.95,2026-05-19 20:30:15
42,1,1,1,0,413,1,0,0,11,1,987,2,-1,0,3,1,1,0,16.45,2026-05-19 20:30:15
31,7,2,1,0,181,0,0,0,12,1,484,1,104,1,2,1,0,0,8.066666666666666,2026-05-19 20:30:15
21,8,2,1,0,123,0,0,1,12,1,832,1,-1,0,3,1,1,0,13.866666666666667,2026-05-19 20:30:15
35,6,2,2,0,353,0,0,0,12,1,980,1,-1,0,3,1,1,0,16.333333333333332,2026-05-19 20:30:15
50,9,0,3,0,2794,0,0,0,12,1,273,2,-1,0,3,1,1,0,4.55,2026-05-19 20:30:15
36,4,2,2,0,3850,1,0,0,12,1,582,2,100,4,0,1,0,0,9.7,2026-05-19 20:30:15
75,5,1,0,0,2970,0,0,0,12,1,1046,1,-1,0,3,1,1,0,17.433333333333334,2026-05-19 20:30:15
20,8,2,0,0,6991,0,0,0,12,1,473,2,-1,0,3,1,1,0,7.883333333333334,2026-05-19 20:30:15
57,0,2,1,0,2223,0,0,0,12,1,64,1,-1,0,3,1,1,0,1.0666666666666667,2026-05-19 20:30:15
41,4,1,2,0,27696,0,0,0,12,1,355,2,104,1,0,1,0,0,5.916666666666667,2026-05-19 20:30:15
59,9,1,1,0,116,0,0,0,12,1,775,4,422,3,0,1,0,0,12.916666666666666,2026-05-19 20:30:15
36,4,1,2,0,2987,1,0,0,12,1,668,1,-1,0,3,1,1,0,11.133333333333333,2026-05-19 20:30:15
18,8,2,0,0,608,0,0,0,12,1,619,1,-1,0,3,1,1,0,10.316666666666666,2026-05-19 20:30:15
34,4,2,2,0,48,1,0,0,12,1,1231,3,93,6,0,1,0,0,20.516666666666666,2026-05-19 20:30:15
55,4,1,0,0,113,0,0,0,12,1,667,1,457,3,0,1,0,0,11.116666666666667,2026-05-19 20:30:15
33,1,2,1,0,498,0,0,0,12,1,708,2,104,1,2,1,0,0,11.8,2026-05-19 20:30:15
43,9,1,2,0,2643,0,0,0,12,1,498,3,100,5,2,1,0,0,8.3,2026-05-19 20:30:15
34,7,1,1,0,1337,0,0,0,12,1,604,2,104,1,2,1,0,0,10.066666666666666,2026-05-19 20:30:15
35,7,1,3,0,618,0,0,0,12,1,652,1,104,1,2,1,0,0,10.866666666666667,2026-05-19 20:30:15
43,9,2,1,0,451,0,0,0,12,1,647,2,-1,0,3,1,1,0,10.783333333333333,2026-05-19 20:30:15
74,5,1,0,0,0,0,0,1,13,1,958,2,-1,0,3,1,1,0,15.966666666666667,2026-05-19 20:30:15
45,10,0,0,1,11,0,0,0,13,1,876,5,-1,0,3,1,1,0,14.6,2026-05-19 20:30:15
38,1,1,1,0,1165,1,0,0,13,1,1202,3,94,10,0,1,0,0,20.033333333333335,2026-05-19 20:30:15
32,4,2,2,0,2465,0,0,0,13,1,794,1,-1,0,3,1,1,0,13.233333333333333,2026-05-19 20:30:15
29,0,2,2,0,41,1,0,0,13,1,360,2,-1,0,3,1,1,0,6.0,2026-05-19 20:30:15
31,0,1,1,0,35,0,0,0,13,1,680,2,105,1,2,1,0,0,11.333333333333334,2026-05-19 20:30:15
50,7,1,1,0,3169,0,0,0,13,1,776,1,430,1,0,1,0,0,12.933333333333334,2026-05-19 20:30:15
44,9,0,1,0,14,0,0,0,13,1,576,1,-1,0,3,1,1,0,9.6,2026-05-19 20:30:15
23,8,2,1,0,431,0,0,0,13,1,884,2,-1,0,3,1,1,0,14.733333333333333,2026-05-19 20:30:15
56,4,1,2,0,616,0,0,0,13,1,652,2,105,2,2,1,0,0,10.866666666666667,2026-05-19 20:30:15
76,5,1,0,0,3324,0,0,0,13,1,566,2,192,1,0,1,0,0,9.433333333333334,2026-05-19 20:30:15
28,9,2,1,0,113,0,0,0,13,1,534,3,105,1,0,1,0,0,8.9,2026-05-19 20:30:15
34,4,2,2,0,13014,0,0,0,13,1,1153,1,-1,0,3,1,1,0,19.216666666666665,2026-05-19 20:30:15
56,5,1,0,0,9367,0,0,0,13,1,687,2,101,2,2,1,0,0,11.45,2026-05-19 20:30:15
45,4,2,2,0,2067,1,0,0,13,1,770,2,462,1,2,1,0,0,12.833333333333334,2026-05-19 20:30:15
36,9,2,1,0,376,0,0,0,13,1,865,1,-1,0,3,1,1,0,14.416666666666666,2026-05-19 20:30:15
57,5,2,2,0,842,0,0,0,13,1,642,3,-1,0,3,1,1,0,10.7,2026-05-19 20:30:15
49,9,1,2,0,1235,0,0,0,13,1,726,3,-1,0,3,1,1,0,12.1,2026-05-19 20:30:15
49,4,1,2,0,1,0,0,1,13,1,1045,2,101,4,2,1,0,0,17.416666666666668,2026-05-19 20:30:15
37,4,1,2,0,1276,0,0,0,14,1,401,2,-1,0,3,1,1,0,6.683333333333334,2026-05-19 20:30:15
46,10,2,2,0,44,0,0,0,14,1,564,1,-1,0,3,1,1,0,9.4,2026-05-19 20:30:15
26,0,2,1,0,255,0,0,0,14,1,543,2,106,2,2,1,0,0,9.05,2026-05-19 20:30:15
47,10,1,1,0,926,0,0,0,14,1,818,1,403,5,2,1,0,0,13.633333333333333,2026-05-19 20:30:15
36,4,1,0,0,1506,0,0,0,14,1,694,3,-1,0,3,1,1,0,11.566666666666666,2026-05-19 20:30:15
37,8,2,3,0,444,0,0,0,14,1,297,1,102,5,2,1,0,0,4.95,2026-05-19 20:30:15
62,4,1,2,0,557,0,0,0,14,1,490,1,-1,0,3,1,1,0,8.166666666666666,2026-05-19 20:30:15
26,1,2,1,0,535,0,0,0,14,1,220,1,-1,0,3,1,1,0,3.6666666666666665,2026-05-19 20:30:15
45,4,1,2,0,2671,0,0,0,14,1,1368,4,-1,0,3,1,1,0,22.8,2026-05-19 20:30:15
63,9,1,1,0,896,1,0,0,14,1,630,2,-1,0,3,1,1,0,10.5,2026-05-19 20:30:15
25,4,2,2,0,528,0,0,0,14,1,526,1,-1,0,3,1,1,0,8.766666666666667,2026-05-19 20:30:15
60,5,1,3,0,209,0,0,0,14,1,768,3,106,1,0,1,0,0,12.8,2026-05-19 20:30:15
44,4,1,2,0,226,1,0,0,14,1,502,3,270,3,0,1,0,0,8.366666666666667,2026-05-19 20:30:15
33,10,2,2,0,1974,0,0,0,14,1,886,2,191,1,0,1,0,0,14.766666666666667,2026-05-19 20:30:15
39,2,1,2,0,942,1,0,0,14,1,1307,3,267,1,1,1,0,0,21.783333333333335,2026-05-19 20:30:15
46,1,1,3,0,336,1,0,0,14,1,610,3,457,1,1,1,0,0,10.166666666666666,2026-05-19 20:30:15
42,0,1,0,0,-306,1,0,0,17,1,670,1,459,1,2,1,0,0,11.166666666666666,2026-05-19 20:30:15
56,4,1,3,0,4623,0,0,0,17,1,719,1,-1,0,3,1,1,0,11.983333333333333,2026-05-19 20:30:15
82,5,1,1,0,276,0,0,1,17,1,522,1,-1,0,3,1,1,0,8.7,2026-05-19 20:30:15
77,5,1,2,0,0,0,0,0,17,1,644,1,-1,0,3,1,1,0,10.733333333333333,2026-05-19 20:30:15
36,7,2,2,0,1189,0,0,0,17,1,558,1,-1,0,3,1,1,0,9.3,2026-05-19 20:30:15
35,4,2,2,0,431,0,0,0,17,1,714,2,397,1,0,1,0,0,11.9,2026-05-19 20:30:15
50,9,1,1,0,2218,1,0,0,17,1,1124,1,-1,0,3,1,1,0,18.733333333333334,2026-05-19 20:30:15
62,5,1,1,0,1495,0,0,0,17,1,1007,1,196,1,2,1,0,0,16.783333333333335,2026-05-19 20:30:15
26,4,2,2,0,828,1,0,0,17,1,401,1,199,1,0,1,0,0,6.683333333333334,2026-05-19 20:30:15
55,4,1,2,0,12972,0,0,1,18,1,535,1,-1,0,3,1,1,0,8.916666666666666,2026-05-19 20:30:15
22,8,2,1,0,948,0,0,1,18,1,551,1,197,2,0,1,0,0,9.183333333333334,2026-05-19 20:30:15
30,8,2,1,0,48,0,0,0,18,1,422,1,173,1,0,1,0,0,7.033333333333333,2026-05-19 20:30:15
34,3,1,2,0,0,0,0,0,18,1,360,1,84,2,0,1,0,0,6.0,2026-05-19 20:30:15
31,4,1,2,0,537,1,0,0,18,1,552,1,-1,0,3,1,1,0,9.2,2026-05-19 20:30:15
55,9,1,1,0,1938,0,1,0,18,1,507,1,386,3,2,1,0,0,8.45,2026-05-19 20:30:15
49,9,2,1,0,9131,1,0,0,18,1,925,1,461,5,0,1,0,0,15.416666666666666,2026-05-19 20:30:15
67,5,0,2,0,443,0,0,0,18,1,824,1,-1,0,3,1,1,0,13.733333333333333,2026-05-19 20:30:15
43,0,1,1,0,132,0,0,0,19,1,971,1,84,3,2,1,0,0,16.183333333333334,2026-05-19 20:30:15
25,9,2,2,0,3411,0,0,0,19,1,564,2,-1,0,3,1,1,0,9.4,2026-05-19 20:30:15
59,5,0,1,0,1,0,0,0,19,1,705,1,-1,0,3,1,1,0,11.75,2026-05-19 20:30:15
44,0,1,1,0,10905,0,0,0,19,1,584,2,271,1,1,1,0,0,9.733333333333333,2026-05-19 20:30:15
42,4,1,2,0,976,0,0,0,19,1,432,1,-1,0,3,1,1,0,7.2,2026-05-19 20:30:15
29,4,2,2,0,2531,0,0,0,19,1,1038,1,-1,0,3,1,1,0,17.3,2026-05-19 20:30:15
32,4,1,2,0,1270,0,0,0,19,1,573,3,-1,0,3,1,1,0,9.55,2026-05-19 20:30:15
30,4,2,2,0,5359,0,0,0,19,1,344,1,84,2,2,1,0,0,5.733333333333333,2026-05-19 20:30:15
38,9,1,1,0,10596,0,0,0,19,1,510,1,197,4,1,1,0,0,8.5,2026-05-19 20:30:15
22,8,2,2,0,691,0,0,0,19,1,708,1,-1,0,3,1,1,0,11.8,2026-05-19 20:30:15
25,2,2,2,0,347,0,0,0,20,1,619,1,-1,0,3,1,1,0,10.316666666666666,2026-05-19 20:30:15
34,6,2,2,0,9962,0,0,0,20,1,860,1,-1,0,3,1,1,0,14.333333333333334,2026-05-19 20:30:15
27,9,2,2,0,11862,0,0,0,20,1,553,1,87,6,0,1,0,0,9.216666666666667,2026-05-19 20:30:15
35,4,2,2,0,1756,0,0,0,20,1,510,1,-1,0,3,1,1,0,8.5,2026-05-19 20:30:15
45,3,1,1,0,4068,0,0,0,20,1,488,1,-1,0,3,1,1,0,8.133333333333333,2026-05-19 20:30:15
42,4,1,0,0,5310,1,0,0,20,1,627,1,90,3,2,1,0,0,10.45,2026-05-19 20:30:15
20,8,2,1,0,215,0,0,0,21,1,567,4,183,1,1,1,0,0,9.45,2026-05-19 20:30:15
60,0,1,1,0,106,0,0,0,21,1,552,3,91,1,2,1,0,0,9.2,2026-05-19 20:30:15
47,4,1,2,0,0,0,1,0,21,1,748,1,-1,0,3,1,1,0,12.466666666666667,2026-05-19 20:30:15
25,8,2,1,0,469,0,0,0,21,1,627,1,86,1,1,1,0,0,10.45,2026-05-19 20:30:15
65,5,1,1,0,2326,0,1,0,21,1,630,1,-1,0,3,1,1,0,10.5,2026-05-19 20:30:15
50,9,1,1,0,3370,0,0,0,21,1,924,2,80,2,2,1,0,0,15.4,2026-05-19 20:30:15
22,8,2,1,0,144,0,0,0,21,1,149,1,-1,0,3,1,1,0,2.4833333333333334,2026-05-19 20:30:15
43,0,2,1,0,733,1,0,0,21,1,227,1,88,4,2,1,0,0,3.783333333333333,2026-05-19 20:30:15
53,5,0,2,0,-309,1,0,0,21,1,714,2,428,2,2,1,0,0,11.9,2026-05-19 20:30:15
71,5,0,1,0,5584,0,0,0,21,1,927,3,-1,0,3,1,1,0,15.45,2026-05-19 20:30:15
28,1,1,1,0,61,1,0,0,21,1,1160,1,109,3,2,1,0,0,19.333333333333332,2026-05-19 20:30:15
59,10,1,1,0,1047,0,0,0,21,1,820,1,184,3,2,1,0,0,13.666666666666666,2026-05-19 20:30:15
29,4,2,2,0,265,0,0,0,24,1,250,2,94,1,2,1,0,0,4.166666666666667,2026-05-19 20:30:15
51,9,1,1,0,117,0,0,0,24,1,852,2,88,4,1,1,0,0,14.2,2026-05-19 20:30:15
48,3,1,2,0,5473,0,0,0,24,1,573,2,-1,0,3,1,1,0,9.55,2026-05-19 20:30:15
37,1,1,0,0,106,1,0,0,25,1,902,1,392,13,0,1,0,0,15.033333333333333,2026-05-19 20:30:15
37,9,1,2,0,127,1,0,0,25,1,506,1,193,1,2,1,0,0,8.433333333333334,2026-05-19 20:30:15
64,5,1,2,0,380,0,0,0,25,1,865,1,-1,0,3,1,1,0,14.416666666666666,2026-05-19 20:30:15
69,5,1,1,0,0,0,0,0,25,1,792,2,-1,0,3,1,1,0,13.2,2026-05-19 20:30:15
36,4,1,2,0,255,0,0,0,25,1,586,6,95,4,2,1,0,0,9.766666666666667,2026-05-19 20:30:15
43,7,1,1,0,2145,0,0,0,25,1,650,2,95,4,2,1,0,0,10.833333333333334,2026-05-19 20:30:15
63,3,1,0,0,91,0,0,1,26,1,239,3,-1,0,3,1,1,0,3.9833333333333334,2026-05-19 20:30:15
70,5,1,1,0,1853,0,0,1,26,1,679,1,-1,0,3,1,1,0,11.316666666666666,2026-05-19 20:30:15
60,9,2,0,0,11262,0,0,0,26,1,690,1,-1,0,3,1,1,0,11.5,2026-05-19 20:30:15
86,5,0,0,0,0,0,0,1,26,1,500,1,-1,0,3,1,1,0,8.333333333333334,2026-05-19 20:30:15
72,5,1,1,0,1129,0,0,0,26,1,492,1,-1,0,3,1,1,0,8.2,2026-05-19 20:30:15
60,5,1,2,0,108,0,0,0,26,1,1027,1,-1,0,3,1,1,0,17.116666666666667,2026-05-19 20:30:15
43,4,2,2,0,1696,1,0,0,26,1,606,1,474,3,0,1,0,0,10.1,2026-05-19 20:30:15
57,4,0,3,0,854,0,0,0,27,1,1112,4,92,1,0,1,0,0,18.533333333333335,2026-05-19 20:30:15
28,4,2,2,0,223,1,0,1,27,1,404,2,119,1,1,1,0,0,6.733333333333333,2026-05-19 20:30:15
36,1,2,1,0,40,1,0,0,27,1,608,3,475,4,2,1,0,0,10.133333333333333,2026-05-19 20:30:15
66,5,1,1,0,2048,0,0,0,27,1,548,1,-1,0,3,1,1,0,9.133333333333333,2026-05-19 20:30:15
33,9,2,2,0,3689,0,0,0,27,1,828,3,-1,0,3,1,1,0,13.8,2026-05-19 20:30:15
36,9,2,1,0,539,1,0,0,27,1,775,2,477,1,0,1,0,0,12.916666666666666,2026-05-19 20:30:15
29,9,2,1,0,590,0,0,0,27,1,1230,1,94,1,2,1,0,0,20.5,2026-05-19 20:30:15
62,10,1,1,0,780,0,0,0,28,1,426,2,-1,0,3,1,1,0,7.1,2026-05-19 20:30:15
34,1,1,1,0,1464,1,0,0,28,1,539,3,130,5,1,1,0,0,8.983333333333333,2026-05-19 20:30:15
29,10,2,2,0,1311,0,0,0,28,1,1025,1,-1,0,3,1,1,0,17.083333333333332,2026-05-19 20:30:15
30,4,1,2,0,7,1,0,0,28,1,462,1,164,4,1,1,0,0,7.7,2026-05-19 20:30:15
32,9,1,2,0,636,1,0,0,28,1,744,1,116,4,2,1,0,0,12.4,2026-05-19 20:30:15
39,1,2,0,0,24277,0,0,0,28,1,611,1,-1,0,3,1,1,0,10.183333333333334,2026-05-19 20:30:15
55,0,0,1,0,1872,0,0,0,28,1,394,2,93,8,0,1,0,0,6.566666666666666,2026-05-19 20:30:15
36,4,2,2,0,490,0,0,0,28,1,539,8,98,1,0,1,0,0,8.983333333333333,2026-05-19 20:30:15
27,8,2,2,0,118,0,0,0,31,1,417,3,98,1,0,1,0,0,6.95,2026-05-19 20:30:15
45,4,1,2,0,4119,1,1,1,31,1,859,2,283,1,2,1,0,1,14.316666666666666,2026-05-19 20:30:15
55,4,1,3,0,1504,1,0,0,31,1,492,3,101,2,2,1,0,0,8.2,2026-05-19 20:30:15
52,1,1,1,0,2087,1,0,0,31,1,619,1,474,1,0,1,0,0,10.316666666666666,2026-05-19 20:30:15
49,4,2,2,0,5689,0,0,0,31,1,856,1,97,3,0,1,0,0,14.266666666666667,2026-05-19 20:30:15
30,1,1,0,0,201,1,0,0,31,1,556,1,157,12,0,1,0,0,9.266666666666667,2026-05-19 20:30:15
39,4,1,2,0,119,1,0,0,1,11,616,2,476,4,2,1,0,0,10.266666666666667,2026-05-19 20:30:15
48,4,0,2,0,17964,1,0,0,1,11,179,1,98,5,2,1,0,0,2.9833333333333334,2026-05-19 20:30:15
36,4,1,2,0,1113,0,0,0,1,11,548,1,-1,0,3,1,1,0,9.133333333333333,2026-05-19 20:30:15
27,0,1,1,0,1596,0,0,0,1,11,1241,1,-1,0,3,1,1,0,20.683333333333334,2026-05-19 20:30:15
51,4,1,2,0,2635,0,0,0,1,11,481,1,98,2,0,1,0,0,8.016666666666667,2026-05-19 20:30:15
48,9,1,1,0,568,1,0,0,2,11,752,2,386,1,2,1,0,0,12.533333333333333,2026-05-19 20:30:15
70,5,1,1,0,2626,0,0,0,2,11,315,2,-1,0,3,1,1,0,5.25,2026-05-19 20:30:15
63,5,1,1,0,4752,0,0,0,2,11,574,2,-1,0,3,1,1,0,9.566666666666666,2026-05-19 20:30:15
34,7,2,1,0,528,1,0,0,2,11,190,3,100,5,1,1,0,0,3.1666666666666665,2026-05-19 20:30:15
46,0,1,2,0,2552,0,0,0,3,11,610,1,94,8,2,1,0,0,10.166666666666666,2026-05-19 20:30:15
31,6,2,2,0,3343,0,0,0,3,11,738,1,94,1,2,1,0,0,12.3,2026-05-19 20:30:15
32,0,1,1,0,995,0,0,0,3,11,701,1,99,2,1,1,0,0,11.683333333333334,2026-05-19 20:30:15
40,10,2,2,0,7968,0,0,0,3,11,1148,1,93,1,2,1,0,0,19.133333333333333,2026-05-19 20:30:15
30,0,2,1,0,0,0,0,0,4,11,681,3,-1,0,3,1,1,0,11.35,2026-05-19 20:30:15
55,4,1,0,0,2587,0,0,0,4,11,696,2,94,2,2,1,0,0,11.6,2026-05-19 20:30:15
57,4,0,2,0,6468,1,0,0,4,11,1145,1,157,4,0,1,0,0,19.083333333333332,2026-05-19 20:30:15
59,0,2,1,0,4744,0,0,0,4,11,1305,1,-1,0,3,1,1,0,21.75,2026-05-19 20:30:15
26,9,2,1,0,1231,1,0,0,4,11,570,1,93,7,2,1,0,0,9.5,2026-05-19 20:30:15
